CPR_OTHERSEVICETYPE,CPR_SEATNUMBER1,CPR_SEATCHAR1,CPR_SEATCHAR2,ID_LEGLEVEL_LEGROUTING,ID_PREFLIGHT_SEATINFO,CPR_SEATNUMBER2,DWH_SNAPSHOTTIMESTAMP
PRE,023F,,,156356015,166182570,,29MAY2022:09:31:17.723
PRE,006B,,,156356017,166182571,,29MAY2022:09:31:18.007
ASN,006B,,N,156356017,166182572,,29MAY2022:09:31:18.007
PRE,006A,,,156356019,166182573,,29MAY2022:09:31:18.333
ASN,006A,,N,156356019,166182574,,29MAY2022:09:31:18.333
ASN,001A,,N,156356021,166182575,,29MAY2022:09:31:18.600
PRE,015B,,,156356023,166182576,,29MAY2022:09:31:18.913
ASN,015B,,N,156356023,166182577,,29MAY2022:09:31:18.913
PRE,010B,,,156356024,166182578,,29MAY2022:09:31:19.130
ASN,010B,,,156356024,166182579,,29MAY2022:09:31:19.130
PRE,022E,,,156356025,166182580,,29MAY2022:09:31:19.367
ASN,022E,,N,156356025,166182581,,29MAY2022:09:31:19.367
ASN,028D,,N,156356026,166182582,,29MAY2022:09:31:19.570
PRE,004A,,,156356027,166182583,,29MAY2022:09:31:19.787
ASN,004A,,N,156356027,166182584,,29MAY2022:09:31:19.787
PRE,019B,,,156356028,166182585,,29MAY2022:09:31:19.987
ASN,019B,,N,156356028,166182586,,29MAY2022:09:31:19.987
PRE,016E,,,156356029,166182587,,29MAY2022:09:31:20.130
ASN,016E,,,156356029,166182588,,29MAY2022:09:31:20.130
ASN,012B,EX,N,156356030,166182589,,29MAY2022:09:31:20.380
PRE,,N,,156356032,166182590,,29MAY2022:09:31:20.723
ASN,024A,,N,156356032,166182591,,29MAY2022:09:31:20.723
ASN,014F,EX,N,156356033,166182592,,29MAY2022:09:31:20.960
PRE,016C,,,156356034,166182593,,29MAY2022:09:31:21.177
ASN,016C,,N,156356034,166182594,,29MAY2022:09:31:21.177
PRE,016D,,,156356036,166182595,,29MAY2022:09:31:21.537
ASN,016D,,N,156356036,166182596,,29MAY2022:09:31:21.553
PRE,016B,,,156356038,166182597,,29MAY2022:09:31:21.850
ASN,016B,,N,156356038,166182598,,29MAY2022:09:31:21.850
PRE,016A,,,156356040,166182599,,29MAY2022:09:31:22.210
ASN,016A,,N,156356040,166182600,,29MAY2022:09:31:22.210
PRE,016E,,,156356042,166182601,,29MAY2022:09:31:22.537
ASN,016E,,N,156356042,166182602,,29MAY2022:09:31:22.537
PRE,016F,,,156356044,166182603,,29MAY2022:09:31:22.883
ASN,016F,,N,156356044,166182604,,29MAY2022:09:31:22.883
PRE,009C,,,156356046,166182605,,29MAY2022:09:31:23.160
ASN,009C,,N,156356046,166182606,,29MAY2022:09:31:23.160
PRE,,N,,156356049,166182607,,29MAY2022:09:31:23.583
ASN,006C,,N,156356049,166182608,,29MAY2022:09:31:23.583
PRE,021B,,,156356056,166182609,,29MAY2022:09:31:24.490
ASN,021B,,N,156356056,166182610,,29MAY2022:09:31:24.490
PRE,021C,,,156356058,166182611,,29MAY2022:09:31:24.803
ASN,021C,,N,156356058,166182612,,29MAY2022:09:31:24.803
PRE,023A,,,156356060,166182613,,29MAY2022:09:31:25.070
ASN,017A,,N,156356062,166182614,,29MAY2022:09:31:25.320
PRE,,N,,156356063,166182615,,29MAY2022:09:31:25.493
ASN,025D,,N,156356063,166182616,,29MAY2022:09:31:25.493
PRE,009B,,,156356066,166182617,,29MAY2022:09:31:25.930
ASN,009B,,N,156356066,166182618,,29MAY2022:09:31:25.930
PRE,007A,,,156356067,166182619,,29MAY2022:09:31:26.037
ASN,007A,,,156356067,166182620,,29MAY2022:09:31:26.037
PRE,009A,,,156356068,166182621,,29MAY2022:09:31:26.227
ASN,009A,,N,156356068,166182622,,29MAY2022:09:31:26.227
PRE,011A,,,156356070,166182623,,29MAY2022:09:31:26.553
ASN,011A,,N,156356070,166182624,,29MAY2022:09:31:26.553
PRE,011F,,,156356071,166182625,,29MAY2022:09:31:26.693
ASN,011F,,,156356071,166182626,,29MAY2022:09:31:26.693
PRE,,N,,156356072,166182627,,29MAY2022:09:31:26.867
ASN,027C,,N,156356072,166182628,,29MAY2022:09:31:26.867
PRE,004F,,,156356074,166182629,,29MAY2022:09:31:27.307
ASN,004F,,N,156356074,166182630,,29MAY2022:09:31:27.307
PRE,004F,,,156356075,166182631,,29MAY2022:09:31:27.477
ASN,004F,,N,156356075,166182632,,29MAY2022:09:31:27.477
ASN,002A,,N,156356077,166182633,,29MAY2022:09:31:27.807
PRE,017C,,,156356079,166182634,,29MAY2022:09:31:28.103
ASN,017C,,N,156356079,166182635,,29MAY2022:09:31:28.103
PRE,007B,,,156356080,166182636,,29MAY2022:09:31:28.273
ASN,007B,,N,156356080,166182637,,29MAY2022:09:31:28.273
PRE,017E,,,156356083,166182638,,29MAY2022:09:31:28.680
ASN,017E,,N,156356083,166182639,,29MAY2022:09:31:28.680
PRE,007C,,,156356084,166182640,,29MAY2022:09:31:28.853
ASN,007C,,N,156356084,166182641,,29MAY2022:09:31:28.853
PRE,017F,,,156356087,166182642,,29MAY2022:09:31:29.273
ASN,017F,,N,156356087,166182643,,29MAY2022:09:31:29.273
PRE,010B,,,156356088,166182644,,29MAY2022:09:31:29.447
ASN,010B,,N,156356088,166182645,,29MAY2022:09:31:29.447
PRE,017D,,,156356091,166182646,,29MAY2022:09:31:29.820
ASN,017D,,N,156356091,166182647,,29MAY2022:09:31:29.820
PRE,,N,,156356092,166182648,,29MAY2022:09:31:29.993
ASN,010C,,N,156356092,166182649,,29MAY2022:09:31:29.993
PRE,020A,,,156356097,166182650,,29MAY2022:09:31:30.900
ASN,020A,,N,156356097,166182651,,29MAY2022:09:31:30.900
ASN,010D,,N,156356098,166182652,,29MAY2022:09:31:31.057
PRE,020B,,,156356101,166182653,,29MAY2022:09:31:31.353
ASN,020B,,N,156356101,166182654,,29MAY2022:09:31:31.353
ASN,010E,,N,156356102,166182655,,29MAY2022:09:31:31.543
PRE,020C,,,156356105,166182656,,29MAY2022:09:31:31.993
ASN,020C,,N,156356105,166182657,,29MAY2022:09:31:31.993
ASN,009D,,N,156356106,166182658,,29MAY2022:09:31:32.150
PRE,021E,,,156356109,166182659,,29MAY2022:09:31:32.603
ASN,021E,,N,156356109,166182660,,29MAY2022:09:31:32.603
PRE,,N,,156356111,166182661,,29MAY2022:09:31:32.917
ASN,020D,,N,156356111,166182662,,29MAY2022:09:31:32.917
PRE,,N,,156356113,166182663,,29MAY2022:09:31:33.247
ASN,020F,,N,156356113,166182664,,29MAY2022:09:31:33.247
PRE,,N,,156356115,166182665,,29MAY2022:09:31:33.577
ASN,021F,,N,156356115,166182666,,29MAY2022:09:31:33.577
PRE,,N,,156356117,166182667,,29MAY2022:09:31:33.890
ASN,020E,,N,156356117,166182668,,29MAY2022:09:31:33.890
PRE,001A,,,156356120,166182669,,29MAY2022:09:31:34.357
ASN,004C,,N,156356120,166182670,,29MAY2022:09:31:34.357
PRE,003D,,,156356121,166182671,,29MAY2022:09:31:34.530
ASN,003D,,N,156356121,166182672,,29MAY2022:09:31:34.530
PRE,003C,,,156356122,166182673,,29MAY2022:09:31:34.687
ASN,003C,,N,156356122,166182674,,29MAY2022:09:31:34.687
PRE,003A,,,156356128,166182675,,29MAY2022:09:31:35.450
ASN,003A,,N,156356128,166182676,,29MAY2022:09:31:35.450
PRE,005F,,,156356129,166182677,,29MAY2022:09:31:35.620
ASN,005F,,N,156356129,166182678,,29MAY2022:09:31:35.620
PRE,004A,,,156356132,166182679,,29MAY2022:09:31:36.013
ASN,004A,,N,156356132,166182680,,29MAY2022:09:31:36.013
PRE,005E,,,156356133,166182681,,29MAY2022:09:31:36.187
ASN,005E,,N,156356133,166182682,,29MAY2022:09:31:36.187
PRE,024C,,,156356136,166182683,,29MAY2022:09:31:36.513
ASN,024C,,N,156356136,166182684,,29MAY2022:09:31:36.513
PRE,024D,,,156356138,166182685,,29MAY2022:09:31:36.847
ASN,024D,,N,156356138,166182686,,29MAY2022:09:31:36.847
PRE,024B,,,156356140,166182687,,29MAY2022:09:31:37.173
ASN,024B,,N,156356140,166182688,,29MAY2022:09:31:37.173
PRE,024E,,,156356142,166182689,,29MAY2022:09:31:37.533
ASN,024E,,N,156356142,166182690,,29MAY2022:09:31:37.533
PRE,024F,,,156356144,166182691,,29MAY2022:09:31:37.860
ASN,024F,,N,156356144,166182692,,29MAY2022:09:31:37.860
PRE,027A,,,156356146,166182693,,29MAY2022:09:31:38.190
ASN,027A,,N,156356146,166182694,,29MAY2022:09:31:38.190
PRE,026A,,,156356148,166182695,,29MAY2022:09:31:38.453
ASN,026A,,N,156356148,166182696,,29MAY2022:09:31:38.453
PRE,001F,,,156356150,166182697,,29MAY2022:09:31:38.750
ASN,001F,,N,156356150,166182698,,29MAY2022:09:31:38.750
PRE,001F,,,156356151,166182699,,29MAY2022:09:31:38.910
PRE,004C,,,156356153,166182700,,29MAY2022:09:31:39.377
ASN,004C,,N,156356153,166182701,,29MAY2022:09:31:39.377
PRE,005D,,,156356154,166182702,,29MAY2022:09:31:39.613
ASN,005D,,N,156356154,166182703,,29MAY2022:09:31:39.613
ASN,027F,,N,156356157,166182704,,29MAY2022:09:31:40.173
PRE,005A,,,156356159,166182705,,29MAY2022:09:31:40.520
ASN,005A,,N,156356159,166182706,,29MAY2022:09:31:40.520
PRE,005B,,,156356161,166182707,,29MAY2022:09:31:40.817
ASN,005B,,N,156356161,166182708,,29MAY2022:09:31:40.817
PRE,005C,,,156356163,166182709,,29MAY2022:09:31:41.127
ASN,005C,,N,156356163,166182710,,29MAY2022:09:31:41.127
PRE,015F,,,156356165,166182711,,29MAY2022:09:31:41.470
ASN,015F,,N,156356165,166182712,,29MAY2022:09:31:41.470
PRE,009F,,,156356168,166182713,,29MAY2022:09:31:41.877
ASN,009F,,N,156356168,166182714,,29MAY2022:09:31:41.877
PRE,010F,,,156356169,166182715,,29MAY2022:09:31:42.000
ASN,010F,,,156356169,166182716,,29MAY2022:09:31:42.000
PRE,009E,,,156356170,166182717,,29MAY2022:09:31:42.203
ASN,009E,,N,156356170,166182718,,29MAY2022:09:31:42.203
PRE,010D,,,156356171,166182719,,29MAY2022:09:31:42.363
ASN,010D,,,156356171,166182720,,29MAY2022:09:31:42.363
PRE,009C,,,156356172,166182721,,29MAY2022:09:31:42.550
ASN,009C,,N,156356172,166182722,,29MAY2022:09:31:42.550
PRE,010C,,,156356173,166182723,,29MAY2022:09:31:42.690
ASN,010C,,,156356173,166182724,,29MAY2022:09:31:42.690
ASN,025F,,N,156356174,166182725,,29MAY2022:09:31:42.863
PRE,010D,,,156356175,166182726,,29MAY2022:09:31:43.003
PRE,029C,,,156356177,166182727,,29MAY2022:09:31:43.317
ASN,029C,,N,156356177,166182728,,29MAY2022:09:31:43.317
PRE,019F,,,156356189,166182729,,29MAY2022:09:31:44.900
ASN,019F,,N,156356189,166182730,,29MAY2022:09:31:44.900
PRE,017B,,,156356191,166182731,,29MAY2022:09:31:45.353
ASN,017B,,N,156356191,166182732,,29MAY2022:09:31:45.353
PRE,028C,,,156356193,166182733,,29MAY2022:09:31:45.870
ASN,028C,,N,156356193,166182734,,29MAY2022:09:31:45.870
PRE,029F,,,156356195,166182735,,29MAY2022:09:31:46.307
PRE,029D,,,156356197,166182736,,29MAY2022:09:31:46.697
ASN,029D,,N,156356197,166182737,,29MAY2022:09:31:46.697
PRE,029B,,,156356199,166182738,,29MAY2022:09:31:47.023
ASN,029B,,N,156356199,166182739,,29MAY2022:09:31:47.040
PRE,029A,,,156356201,166182740,,29MAY2022:09:31:47.367
ASN,029A,,N,156356201,166182741,,29MAY2022:09:31:47.367
PRE,019D,,,156356203,166182742,,29MAY2022:09:31:47.680
ASN,019D,,N,156356203,166182743,,29MAY2022:09:31:47.680
PRE,016C,,,156356204,166182744,,29MAY2022:09:31:47.803
ASN,016C,,,156356204,166182745,,29MAY2022:09:31:47.803
PRE,029E,,,156356205,166182746,,29MAY2022:09:31:47.993
ASN,029E,,N,156356205,166182747,,29MAY2022:09:31:47.993
PRE,001F,,,156356207,166182748,,29MAY2022:09:31:48.430
ASN,001F,,N,156356207,166182749,,29MAY2022:09:31:48.430
PRE,001C,,,156356208,166182750,,29MAY2022:09:31:48.697
ASN,001C,,N,156356208,166182751,,29MAY2022:09:31:48.697
ASN,003F,,N,156356210,166182752,,29MAY2022:09:31:49.273
ASN,012D,EX,N,156356211,166182753,,29MAY2022:09:31:49.540
ASN,012C,EX,N,156356212,166182754,,29MAY2022:09:31:49.773
ASN,028F,,N,156356213,166182755,,29MAY2022:09:31:49.977
PRE,023E,,,156356214,166182756,,29MAY2022:09:31:50.163
ASN,002D,,N,156356218,166182757,,29MAY2022:09:31:50.727
PRE,015A,,,156356219,166182758,,29MAY2022:09:31:50.850
ASN,015A,,,156356219,166182759,,29MAY2022:09:31:50.850
ASN,022A,,N,156356220,166182760,,29MAY2022:09:31:51.163
PRE,015D,,,156356222,166182761,,29MAY2022:09:31:51.553
ASN,015D,,N,156356222,166182762,,29MAY2022:09:31:51.553
PRE,023C,,,156356225,166182763,,29MAY2022:09:31:52.023
ASN,023C,,N,156356225,166182764,,29MAY2022:09:31:52.023
PRE,012D,,,156356227,166182765,,29MAY2022:09:31:52.367
ASN,012D,EX,N,156356227,166182766,,29MAY2022:09:31:52.367
PRE,017E,,,156356229,166182767,,29MAY2022:09:31:52.790
ASN,017E,,N,156356229,166182768,,29MAY2022:09:31:52.790
PRE,010F,,,156356230,166182769,,29MAY2022:09:31:52.960
ASN,010F,,,156356230,166182770,,29MAY2022:09:31:52.960
PRE,003F,,,156356231,166182771,,29MAY2022:09:31:53.240
ASN,003F,,N,156356231,166182772,,29MAY2022:09:31:53.240
PRE,007C,,,156356233,166182773,,29MAY2022:09:31:53.787
ASN,007C,,N,156356233,166182774,,29MAY2022:09:31:53.787
PRE,006D,,,156356236,166182775,,29MAY2022:09:31:54.273
ASN,006D,,N,156356236,166182776,,29MAY2022:09:31:54.273
PRE,006C,,,156356239,166182777,,29MAY2022:09:31:54.633
PRE,023B,,,156356244,166182778,,29MAY2022:09:31:55.257
PRE,008A,,,156356246,166182779,,29MAY2022:09:31:55.617
ASN,008A,,N,156356246,166182780,,29MAY2022:09:31:55.617
PRE,008A,,,156356247,166182781,,29MAY2022:09:31:55.743
ASN,008A,,,156356247,166182782,,29MAY2022:09:31:55.743
PRE,008B,,,156356248,166182783,,29MAY2022:09:31:55.977
ASN,008B,,N,156356248,166182784,,29MAY2022:09:31:55.977
PRE,008E,,,156356249,166182785,,29MAY2022:09:31:56.117
ASN,008E,,,156356249,166182786,,29MAY2022:09:31:56.117
PRE,008F,,,156356250,166182787,,29MAY2022:09:31:56.353
ASN,008F,,N,156356250,166182788,,29MAY2022:09:31:56.353
PRE,008F,,,156356251,166182789,,29MAY2022:09:31:56.493
ASN,008F,,,156356251,166182790,,29MAY2022:09:31:56.493
PRE,008E,,,156356252,166182791,,29MAY2022:09:31:56.727
ASN,008E,,N,156356252,166182792,,29MAY2022:09:31:56.727
PRE,008D,,,156356253,166182793,,29MAY2022:09:31:56.867
ASN,008D,,,156356253,166182794,,29MAY2022:09:31:56.867
PRE,008C,,,156356254,166182795,,29MAY2022:09:31:58.900
ASN,008C,,N,156356254,166182796,,29MAY2022:09:31:58.900
PRE,008B,,,156356255,166182797,,29MAY2022:09:31:59.950
ASN,008B,,,156356255,166182798,,29MAY2022:09:31:59.950
ASN,009C,,N,156356256,166182799,,29MAY2022:09:32:00.183
PRE,,N,,156356257,166182800,,29MAY2022:09:32:00.340
ASN,023D,,N,156356257,166182801,,29MAY2022:09:32:00.340
PRE,017F,,,156356260,166182802,,29MAY2022:09:32:00.790
ASN,017F,,N,156356260,166182803,,29MAY2022:09:32:00.790
PRE,010D,,,156356261,166182804,,29MAY2022:09:32:00.933
ASN,010D,,,156356261,166182805,,29MAY2022:09:32:00.933
PRE,008E,,,156356262,166182806,,29MAY2022:09:32:01.150
PRE,008E,,,156356263,166182807,,29MAY2022:09:32:01.340
ASN,009F,,N,156356263,166182808,,29MAY2022:09:32:01.340
PRE,010B,,,156356264,166182809,,29MAY2022:09:32:01.387
PRE,017D,,,156356266,166182810,,29MAY2022:09:32:01.700
ASN,017D,,N,156356266,166182811,,29MAY2022:09:32:01.700
PRE,010E,,,156356267,166182812,,29MAY2022:09:32:01.790
ASN,010E,,,156356267,166182813,,29MAY2022:09:32:01.790
PRE,017C,,,156356268,166182814,,29MAY2022:09:32:02.027
ASN,017C,,N,156356268,166182815,,29MAY2022:09:32:02.027
PRE,010C,,,156356269,166182816,,29MAY2022:09:32:02.293
ASN,010C,,,156356269,166182817,,29MAY2022:09:32:02.293
PRE,021D,,,156356270,166182818,,29MAY2022:09:32:02.573
ASN,021D,,N,156356270,166182819,,29MAY2022:09:32:02.573
ASN,014E,EX,N,156356271,166182820,,29MAY2022:09:32:02.823
PRE,023C,,,156356275,166182821,,29MAY2022:09:32:03.607
PRE,002C,,,156356279,166182822,,29MAY2022:09:32:04.387
ASN,002C,,N,156356279,166182823,,29MAY2022:09:32:04.387
PRE,015C,,,156356280,166182824,,29MAY2022:09:32:04.590
ASN,015C,,,156356280,166182825,,29MAY2022:09:32:04.590
PRE,002F,,,156356283,166182826,,29MAY2022:09:32:05.047
ASN,002F,,N,156356283,166182827,,29MAY2022:09:32:05.047
PRE,015B,,,156356284,166182828,,29MAY2022:09:32:05.187
ASN,015B,,,156356284,166182829,,29MAY2022:09:32:05.187
PRE,019A,,,156356285,166182830,,29MAY2022:09:32:05.390
ASN,019A,,N,156356285,166182831,,29MAY2022:09:32:05.390
PRE,016F,,,156356286,166182832,,29MAY2022:09:32:05.533
ASN,016F,,,156356286,166182833,,29MAY2022:09:32:05.533
PRE,026B,,,156356287,166182834,,29MAY2022:09:32:05.737
ASN,026B,,N,156356287,166182835,,29MAY2022:09:32:05.737
PRE,008D,,,156356289,166182836,,29MAY2022:09:32:06.050
PRE,008D,,,156356290,166182837,,29MAY2022:09:32:06.207
ASN,009D,,N,156356290,166182838,,29MAY2022:09:32:06.207
PRE,010D,,,156356291,166182839,,29MAY2022:09:32:06.380
PRE,008F,,,156356293,166182840,,29MAY2022:09:32:06.520
PRE,008F,,,156356294,166182841,,29MAY2022:09:32:06.663
ASN,009E,,N,156356294,166182842,,29MAY2022:09:32:06.663
PRE,010C,,,156356295,166182843,,29MAY2022:09:32:06.850
PRE,008B,,,156356297,166182844,,29MAY2022:09:32:07.177
PRE,008B,,,156356298,166182845,,29MAY2022:09:32:07.413
ASN,008E,,N,156356298,166182846,,29MAY2022:09:32:07.413
PRE,010A,,,156356299,166182847,,29MAY2022:09:32:07.647
PRE,015A,,,156356301,166182848,,29MAY2022:09:32:08.097
ASN,015A,,N,156356301,166182849,,29MAY2022:09:32:08.097
PRE,010A,,,156356302,166182850,,29MAY2022:09:32:08.253
ASN,010A,,,156356302,166182851,,29MAY2022:09:32:08.253
PRE,025E,,,156356303,166182852,,29MAY2022:09:32:08.457
ASN,025E,,N,156356303,166182853,,29MAY2022:09:32:08.457
PRE,025B,,,156356304,166182854,,29MAY2022:09:32:08.677
ASN,025B,,N,156356304,166182855,,29MAY2022:09:32:08.677
PRE,025A,,,156356305,166182856,,29MAY2022:09:32:08.897
ASN,025A,,N,156356305,166182857,,29MAY2022:09:32:08.897
PRE,025C,,,156356306,166182858,,29MAY2022:09:32:09.070
ASN,025C,,N,156356306,166182859,,29MAY2022:09:32:09.070
PRE,009A,,,156356307,166182860,,29MAY2022:09:32:09.257
ASN,009A,,N,156356307,166182861,,29MAY2022:09:32:09.257
PRE,018A,,,156356308,166182862,,29MAY2022:09:32:09.427
ASN,018A,,N,156356308,166182863,,29MAY2022:09:32:09.427
ASN,011C,,N,156356311,166182864,,29MAY2022:09:32:09.850
ASN,022F,,N,156356313,166182865,,29MAY2022:09:32:10.177
PRE,026C,,,156356315,166182866,,29MAY2022:09:32:10.537
ASN,026C,,N,156356315,166182867,,29MAY2022:09:32:10.537
ASN,012A,EX,N,156356317,166182868,,29MAY2022:09:32:10.897
PRE,,N,,156356319,166182869,,29MAY2022:09:32:11.207
ASN,028B,,N,156356319,166182870,,29MAY2022:09:32:11.207
ASN,023A,,N,156356321,166182871,,29MAY2022:09:32:11.503
ASN,023B,,N,156356322,166182872,,29MAY2022:09:32:11.723
PRE,018B,,,156356323,166182873,,29MAY2022:09:32:11.940
ASN,018B,,N,156356323,166182874,,29MAY2022:09:32:11.940
PRE,018D,,,156356325,166182875,,29MAY2022:09:32:12.177
ASN,018D,,N,156356325,166182876,,29MAY2022:09:32:12.177
PRE,018E,,,156356327,166182877,,29MAY2022:09:32:12.490
ASN,018E,,N,156356327,166182878,,29MAY2022:09:32:12.490
PRE,018F,,,156356329,166182879,,29MAY2022:09:32:12.770
ASN,018F,,N,156356329,166182880,,29MAY2022:09:32:12.770
PRE,018C,,,156356331,166182881,,29MAY2022:09:32:13.037
ASN,018C,,N,156356331,166182882,,29MAY2022:09:32:13.037
PRE,003D,,,156356333,166182883,,29MAY2022:09:32:13.333
ASN,003D,,N,156356333,166182884,,29MAY2022:09:32:13.333
ASN,015F,,N,156356351,166182885,,29MAY2022:09:36:52.647
PRE,016F,,,156356353,166182886,,29MAY2022:09:36:52.677
PRE,018D,,,156356356,166182887,,29MAY2022:09:36:52.757
ASN,018D,,N,156356356,166182888,,29MAY2022:09:36:52.757
PRE,018A,,,156356358,166182889,,29MAY2022:09:36:52.803
ASN,018A,,N,156356358,166182890,,29MAY2022:09:36:52.803
ASN,012F,,N,156356360,166182891,,29MAY2022:09:36:52.850
PRE,015C,,,156356362,166182892,,29MAY2022:09:36:52.880
ASN,015C,,N,156356362,166182893,,29MAY2022:09:36:52.880
PRE,015A,,,156356363,166182894,,29MAY2022:09:36:52.943
ASN,015A,,N,156356363,166182895,,29MAY2022:09:36:52.943
PRE,019C,,,156356364,166182896,,29MAY2022:09:36:52.973
ASN,019C,,N,156356364,166182897,,29MAY2022:09:36:52.973
PRE,,N,,156356365,166182898,,29MAY2022:09:36:52.990
ASN,028B,,N,156356365,166182899,,29MAY2022:09:36:52.990
PRE,010A,,,156356366,166182900,,29MAY2022:09:36:53.020
ASN,010A,,N,156356366,166182901,,29MAY2022:09:36:53.020
PRE,019B,,,156356369,166182902,,29MAY2022:09:36:53.117
ASN,019B,,N,156356369,166182903,,29MAY2022:09:36:53.117
PRE,,N,,156356370,166182904,,29MAY2022:09:36:53.147
ASN,028A,,N,156356370,166182905,,29MAY2022:09:36:53.147
PRE,010C,,,156356371,166182906,,29MAY2022:09:36:53.177
ASN,010C,,N,156356371,166182907,,29MAY2022:09:36:53.177
PRE,009F,,,156356374,166182908,,29MAY2022:09:36:53.223
ASN,009F,,N,156356374,166182909,,29MAY2022:09:36:53.223
PRE,007D,,,156356375,166182910,,29MAY2022:09:36:53.257
ASN,007D,,N,156356375,166182911,,29MAY2022:09:36:53.257
ASN,008F,,N,156356376,166182912,,29MAY2022:09:36:53.270
PRE,008F,,,156356378,166182913,,29MAY2022:09:36:53.333
ASN,008F,,,156356378,166182914,,29MAY2022:09:36:53.333
PRE,007D,,,156356379,166182915,,29MAY2022:09:36:53.350
ASN,007D,,,156356379,166182916,,29MAY2022:09:36:53.350
PRE,008A,,,156356380,166182917,,29MAY2022:09:36:53.397
ASN,008A,,N,156356380,166182918,,29MAY2022:09:36:53.397
PRE,017D,,,156356381,166182919,,29MAY2022:09:36:53.427
ASN,017D,,N,156356381,166182920,,29MAY2022:09:36:53.427
PRE,017A,,,156356382,166182921,,29MAY2022:09:36:53.443
ASN,017A,,N,156356382,166182922,,29MAY2022:09:36:53.443
PRE,017F,,,156356383,166182923,,29MAY2022:09:36:53.473
ASN,017F,,N,156356383,166182924,,29MAY2022:09:36:53.473
PRE,017C,,,156356384,166182925,,29MAY2022:09:36:53.520
ASN,017C,,N,156356384,166182926,,29MAY2022:09:36:53.520
ASN,007D,,N,156356385,166182927,,29MAY2022:09:36:53.553
PRE,,N,,156356386,166182928,,29MAY2022:09:36:53.570
ASN,025D,,N,156356386,166182929,,29MAY2022:09:36:53.570
ASN,020D,,N,156356387,166182930,,29MAY2022:09:36:53.583
ASN,005F,,N,156356388,166182931,,29MAY2022:09:36:53.600
ASN,007F,,N,156356391,166182932,,29MAY2022:09:36:53.663
ASN,010F,,N,156356393,166182933,,29MAY2022:09:36:53.720
PRE,014C,,,156356394,166182934,,29MAY2022:09:36:53.737
ASN,014C,,N,156356394,166182935,,29MAY2022:09:36:53.737
PRE,014F,,,156356396,166182936,,29MAY2022:09:36:53.783
ASN,014F,,N,156356396,166182937,,29MAY2022:09:36:53.783
PRE,014A,,,156356398,166182938,,29MAY2022:09:36:53.830
ASN,014A,,N,156356398,166182939,,29MAY2022:09:36:53.830
PRE,014D,,,156356400,166182940,,29MAY2022:09:36:53.877
ASN,014D,,N,156356400,166182941,,29MAY2022:09:36:53.877
ASN,006D,,N,156356402,166182942,,29MAY2022:09:36:53.923
ASN,001C,EX,N,156356404,166182943,,29MAY2022:09:36:53.957
ASN,008E,,N,156356405,166182944,,29MAY2022:09:36:53.987
ASN,027D,,N,156356406,166182945,,29MAY2022:09:36:54.003
ASN,005D,,N,156356407,166182946,,29MAY2022:09:36:54.020
ASN,007D,,N,156356410,166182947,,29MAY2022:09:36:54.100
PRE,011F,,,156356411,166182948,,29MAY2022:09:36:54.113
ASN,011F,,N,156356411,166182949,,29MAY2022:09:36:54.113
PRE,008A,,,156356412,166182950,,29MAY2022:09:36:54.130
ASN,008A,,N,156356412,166182951,,29MAY2022:09:36:54.130
PRE,008F,,,156356413,166182952,,29MAY2022:09:36:54.160
ASN,008F,,N,156356413,166182953,,29MAY2022:09:36:54.160
PRE,008A,,,156356414,166182954,,29MAY2022:09:36:54.177
